name,price,status,shipping,free_returns,items_sold
Mythical22 Genesect/Volcanion/Marshadow Event Bundle Pokemon Sword/Shield(TRADE),499,Brand New,0,False,147
Sega Genesis Games Complete Fun You Pick & Choose Video Game Good Titles,891,Pre-Owned,0,True,
Kirby and the Forgotten Land - Nintendo Switch NEW,4899,Brand New,0,True,
Pokemon Scarlet/Violet SHINY DITTO✨ 6IV JAPANESE/ENG/Everstone/DestinyKnot TRADE,1399,Brand New,0,False,
Nintendo DS Games - Mario Variations - Inside the Mario Universe - Pick-a-game,1097,Pre-Owned,0,True,
Bratz - Flaunt Your Fashion Videogame - Nintendo Switch / NEW FREE SHIPPING,4250,Brand New,0,True,82
MONOPOLY + MOLOPOLY Madness for Nintendo Switch [New Video Game],2031,Brand New,0,True,82
Super Nintendo SNES Games - Custom Game Lot - Combined Shipping Discount,399,Pre-Owned,399,False,
The Last of Us Part II 2 PS4 PLAYSTATION 4 Sony BRAND NEW FACTORY SEALED,1999,Brand New,0,False,
"Mario Party Superstars - Nintendo Switch, Nintendo Switch Lite",,Brand New,0,False,
FIFA 23 Standard Edition - PlayStation 5,,Brand New,0,False,
Pokemon Scarlet/Violet CHIEN-PAO Lv.60 ADAMANT 6IV / Masterball FAST TRADE,1499,Brand New,0,False,
Shiny 6IV Modest Blaze Fuecoco Ability Patch Pokémon Scarlet/Violet ***READ ME**,407,Brand New,0,True,22
CERULEDGE Shiny Starter 🌟 Pokemon Scarlet & Violet | 6IV Battle Ready,1499,New (Other),0,True,
Shop on eBay,2000,Brand New,,False,
"Star Citizen aUEC  50,000,000 Funds Ver 3.17.4 Alpha UEC Star Citizen Ship Funds",675,Brand New,0,False,
POKEMON SCARLET & VIOLET ✨ SHINY ✨ SPRIGATITO FUECOCO QUAXLY 6IV  FAST DELIVERY,899,New (Other),0,False,85
Frigibax Egg/Level 1 for Scarlet / Violet (Read Description),249,Brand New,0,True,34
🌟LEGENDARY & EVENT 🌟FOR POKEMON SWORD AND SHIELD,169,Brand New,0,False,
New Super Mario Bros. Game Card for Nintendo 3DS 2DS DSI DS XL Lite Xmas Gift US,1498,Brand New,0,False,
Pokemon Scarlet/Violet ✨SHINY KINGAMBIT Lv.100 Adamant 6IV w/Masterball TRADE,1499,Brand New,0,False,22
Pokemon Scarlet & Violet 6IV ✨Shiny✨ DREEPY! /w Master Ball!,411,Brand New,0,False,71
BURGER KING COD: Modern Warfare 2 | Burger Town Operator Skin + 1HR 2XP MW2,739,Brand New,0,False,
Nintendo Nes Original OEM Authentic *Pick Your Game* Cart Only Cleaned & Tested,99,Pre-Owned,399,True,
⭐ Miraidon ⭐ Pokémon Scarlet and Violet ⭐ 6IV ⭐  (Fast Delivery),300,Brand New,0,False,
Pokemon Scarlet/Violet ✨SHINY ROARING MOON Lv.58 Adamant 6IV (Ancient Salamence),1499,Brand New,0,False,49
Bayonetta 3 - Nintendo Switch with Screen Cleaning Cloth,4717,Brand New,0,True,57
Pokemon Scarlet/Violet ✨SHINY EGG FRIGIBAX 6IV Adamant Hatch Your Egg 🪺 TRADE,1499,Brand New,0,False,46
Pokemon Scarlet/Violet ✨SHINY LUCARIO Lv.100 Adamant 6IV w/Masterball TRADE,1499,Brand New,0,False,19
"MW2 Jack Links Call of Duty  Ghillie Suit , Emblem, Charm, Calling Card Bundle",2789,Brand New,0,False,267
Demon Slayer The Hinokami Chronicles Kimetsu no Yaiba (PlayStation 4) PS4 NEW,2899,Brand New,0,False,
Shiny Pikachu Flying Pikachu with purple balloons M or F - TRADE 20k stardust,299,Brand New,0,False,
Mortal Kombat 11 - Nintendo Switch In Original Package,1795,New (Other),0,True,128
"Pokemon Legendary Pokemon RARE GO (Mewtwo, Rayquaza, Zekrom, Kyogre, etc)",700,Brand New,0,False,
Party in my Dorm  (1 Bento=0.99$) 💥Fast Delivery💥,99,Brand New,0,False,
SNES Games - Pick and Choose Super Nintendo Video Games - Free/Fast Shipping!!,988,Pre-Owned,0,False,
Fuecoco Egg/Level 1 for Scarlet Violet (Read Description),249,Brand New,0,True,
Pokemon Scarlet & Violet ✨Shiny Eggs Quaxly Sprigatito Fuecoco 6IV Starters,999,Brand New,0,False,
Diablo 3 - Eternal Edition for Nintendo Switch [New Video Game],2954,Brand New,0,True,459
Sony PlayStation 4 PS4 Video Games - Pick & Choose Video Games Lot,298,Pre-Owned,99,False,
Microsoft Xbox One Video Games - Pick & Choose Video Games Lot,249,Pre-Owned,99,False,
